title,Price,bedrooms,bathrooms,Size,Location,Property_type
استخدم خدماتنا تساعدك في بيع عقارك/Sell your property/free marketing,1111111.0,1,1,10.0,"The Wave (Almouj), Muscat",Other
Beautiful 4+1 BR Villa Available for QURUM,700.0,5,6,330.0,"Qurum, Muscat",Villa
Free Hold!! Furnished 1BHK Apartment with Pool View in Muscat Hills,72000.0,1,2,78.0,"Muscat Hills, Muscat",Apartment
Super 6 Bedrooms Villa For Rent Zunairah in Almouj Muscat,5000.0,6,10,900.0,"The Wave (Almouj), Muscat",Villa
شقة ستوديو للبيع في واحة المعرفة | Studio with payment plan in Muscat,47300.0,1,1,57.0,"Al Khoud, Muscat",Studio
95SQM office in mabila3,250.0,2,3,95.0,"Al Maabilah, Muscat",Commercial
2bhk in ruwi (B71),120.0,2,2,100.0,"Ruwi, Muscat",Other
Luxurious 1 BHK Apartment for Sale in Yenaier - Sultan Haitham City,62010.0,1,2,73.0,"Sultan Haitham City, Muscat",Apartment
"For Sale – Elegant Villa in Al Ghadeer Garden , Al Mouj Muscat",295000.0,3,3,269.0,"The Wave (Almouj), Muscat",Villa
Fully Furnished 2 bedrooms Apartment in Almouj Muscat,800.0,2,2,130.0,"The Wave (Almouj), Muscat",Apartment
Last Chance| Courtyard Villa at The Sustainable City–Yiti | فيلا للبيع,236000.0,3,5,252.0,"Yiti, Muscat",Villa
شقة للبيع في مرتفعات المطار غلا – بسعر لا يفوت ابتداء من 26 ألف ريال,26000.0,1,2,60.0,"Ghala, Muscat",Other
Villa fo sale with 3 bedrooms- فيلا للبيع بثلاث غرف نوم,238000.0,3,4,237.0,"Yiti, Muscat",Villa
For Sale | 2 Bed + Maid – Full Marina View | Al Mouj Muscat,265000.0,2,2,181.0,"The Wave (Almouj), Muscat",Other
Fully Furnished Commercial Space for Rent – Al Khuwair,775.0,2,3,140.0,"Al Khuwair, Muscat",Commercial
Modern 2BR + Study Apartment for Sale in Acacia,135000.0,2,2,138.0,"The Wave (Almouj), Muscat",Apartment
شقة للبيع بمسقط هيلز Apartment for Sale in Muscat Hills,72000.0,2,3,108.0,"Muscat Hills, Muscat",Apartment
Own your villa in wadi zaha -freehold for local and expats,154000.0,3,3,209.0,"Sultan Haitham City, Muscat",Villa
*ADC001**Brand New Full Building for Rent – Prime Location in Al Mawal,8000.0,2,3,,"Al Mawaleh, Muscat",Other
“Own Your Studio in Wadi Zaha – 100% Freehold for Expats & Locals,42800.0,1,1,52.0,"Sultan Haitham City, Muscat",Studio
FULLY FURNISHED 1 BR APARTMENT,330.0,1,1,85.0,"Al Ghubrah, Muscat",Apartment
Off- plan Apartments for Sale - Al Khoud | شقق قيد الإنشاء في الخوض,21000.0,1,2,53.0,"Al Khoud, Muscat",Apartment
محل قيد الانشاء للبيع-المعبيلة |Off- plan Shop for Sale-Almubilah,52000.0,2,3,36.0,"Al Maabilah, Muscat",Commercial
شقق قيد الانشاء للبيع-المعبيلة |Off- plan Apartments for Sale,17000.0,1,2,55.0,"Al Maabilah, Muscat",Apartment
محل قيد الانشاء للبيع-بوشر |Off- plan Shop for Sale- Bushar,20500.0,2,3,21.0,"Bosher, Muscat",Commercial
Shop For Rent,850.0,2,3,94.0,"Al Khoud, Muscat",Commercial
للايجار شقه للعوائل في مرتفعات غلاء 2BHK FOR RENT,260.0,2,3,100.0,"Ghala, Muscat",Other
فيلا مستقلة للبيع,100000.0,7,6,380.0,"Al Khuwair, Muscat",Other
بناية سكنية للبيع مؤجرة بالكامل,200000.0,2,3,,"Al Ghubrah, Muscat",Other
شقق فاخرة للبيع,48000.0,2,3,118.0,"Azaiba, Muscat",Other
شقة بنتهاوس للبيع,35000.0,1,1,79.0,"Bosher, Muscat",Other
فيلا حديثة الطراز بتشطيبات و مواصفات شخصية,85000.0,5,7,322.0,"Al Maabilah, Muscat",Other
Live by the beach. Wake up to the marina. Own your place in luxury,78000.0,1,1,70.0,"The Wave (Almouj), Muscat",Other
Villa for Sale with 4 BHK in Sultan Haitham City,340000.0,4,4,380.0,"Al Maabilah, Muscat",Villa
5 bedroom villa for sale in Muscat Bay,950000.0,5,5,646.0,"Qantab, Muscat",Villa
Villa for Sale in Salalah with 4 bedrooms,338552.0,4,5,243.0,"Salalah, Dhofar",Villa
Villa for Sale with 4 BHK in Muscat Yiti,491410.0,4,4,384.0,"Yiti, Muscat",Villa
fully furnished villa in Muscat,269290.0,3,3,124.0,"Yiti, Muscat",Villa
6 Bedroom villa for sale in Al Mouj Muscat Jinan Island,1406000.0,6,7,907.0,"The Wave (Almouj), Muscat",Villa
Villa for Sale with 4 Bedrooms,335825.0,4,5,234.0,"Salalah, Dhofar",Villa
Villa for Sale with 4 Bedrooms in Salalah,338956.0,4,5,243.0,"Salalah, Dhofar",Villa
Villa for Sale with 4 Bedrooms in Yiti,326456.78,4,6,286.0,"Yiti, Muscat",Villa
5 bedroom Villa for Sale in Muscat Bay,950000.0,5,6,750.0,"Qantab, Muscat",Villa
Villa for Sale with 4 Bedrooms - فيلا للبيع,340016.04,4,6,140.0,"Sultan Haitham City, Muscat",Villa
شقة دوبليكس غرفتين وصالة للبيع -مرتفعات غلا على إطلالة مميزة,55000.0,2,3,100.0,"Ghala, Muscat",Other
"Brand New Shop for Rent – Al Hail, Near the Sea",460.0,2,3,23.0,"Al Hail, Muscat",Commercial
"Brand New Shop for Rent – Al Hail, Near the Sea",1000.0,2,3,50.0,"Al Hail, Muscat",Commercial
Office Space for Rent – Prime Location in Al Khuwair,700.0,2,3,200.0,"Al Khuwair, Muscat",Commercial
Luxury Duplex 3+1 BHK for Rent in MQ on Ground floor,850.0,3,4,200.0,"Madinat As Sultan Qaboos, Muscat",Other
Apartment in Muscat for Sale- شقة في مسقط للبيع,128000.0,2,3,120.0,"Yiti, Muscat",Apartment
Villa For Sale- 3 Bedroom Villa,254000.0,3,4,257.0,"Yiti, Muscat",Villa
مكاتب قيد الانشاء للبيع - المعبيلة| Off plan offices for sale,25000.0,2,3,65.0,"Al Maabilah, Muscat",Commercial
Brand new fully furnished 2 Bedrooms apartment for rent,375.0,2,3,100.0,"Ghala, Muscat",Apartment
Lovely 3 Bedroom apartment in Qurum for Sale,69525.0,3,5,138.0,"Qurum, Muscat",Apartment
WAREHOUSE FOR RENT IN RUSAYL,1900.0,2,3,760.0,"Al Rusayl, Muscat",Villa
منزل للبيع المعبيلة الجنوبية مقابل الممشى والمنتزهات,89000.0,8,7,388.0,"Al Maabilah, Muscat",Other
"شقة بدخل ٥سنوي -٦%، هوانا | Yearly 5-6% return apartment, Hawana",100000.0,1,1,30.0,"Salalah, Dhofar",Apartment
شقق قيد الانشاء للبيع - الحيل | Off-Plan Apartments for Sale,23000.0,1,2,64.0,"Al Hail, Muscat",Apartment
مكتب للإيجار في مكان مميز في انصب,285.0,2,3,55.0,"Ansab, Muscat",Other
The Qube – Retail Shops for Rent,1500.0,2,3,140.0,"Al Ghubrah, Muscat",Commercial
limited opportunities 1 BHK for rent in Azaiba Suqoon,325.0,1,2,100.0,"Azaiba, Muscat",Other
Brand new 2BHK Huge Terrace Parking Next to Qatar Airways,425.0,2,2,105.0,"Ghala, Muscat",Other
Retail Opportunities at Ghala Heights Complex,2000.0,2,3,324.0,"Ghala, Muscat",Commercial
Azaiba - 4-bedroom villa,950.0,4,5,250.0,"Azaiba, Muscat",Villa
Unique commercial spaces at the Qube Muscat - Ghubrah,1500.0,2,3,100.0,"Al Ghubrah, Muscat",Commercial
Office in Ghala Heights Complex,1600.0,2,3,200.0,"Ghala, Muscat",Commercial
"1,2,3 BHK flats for rent in Taminat Complex",400.0,2,3,100.0,"Bosher, Muscat",Apartment
Modern Offices for rent in MIC Towerمكاتب حديثة للإيجار,600.0,2,3,120.0,"Muscat - Other, Muscat",Commercial
Hamptons Business Center in Al Qurum offers all you need,250.0,2,3,10.0,"Qurum, Muscat",Other
1 bhk flat for rent in Lamar Bausher,415.0,2,3,110.0,"Bosher, Muscat",Apartment
Apartment for Sale with 24 month Installment,77000.0,2,3,104.0,"Muscat Hills, Muscat",Apartment
"Apartment for Sale, 24 Months Installment, Muscat Hills",95000.0,2,3,129.0,"Muscat Hills, Muscat",Apartment
Apartment for Sale in Muscat Hills with 24 Months Installment,87000.0,2,3,114.0,"Muscat Hills, Muscat",Apartment
Villa for Sale in Muscat Hills with pool,320000.0,5,6,433.0,"Muscat Hills, Muscat",Villa
Shop for Sale in Muscat Hills with Installment,170877.0,2,3,103.0,"Muscat Hills, Muscat",Commercial
"Studio for Sale in Muscat, ITC, Off Plan, 3 Years Installment",9600.0,2,1,49.0,"Muscat Hills, Muscat",Studio
"Apartment for Sale in Muscat Hills, Off Plan, 36 Month Installment",12900.0,1,2,81.0,"Muscat Hills, Muscat",Apartment
"Apartment for Sale in Golf Tower, Muscat Hills, Semi Furnished",79500.0,2,3,130.0,"Muscat Hills, Muscat",Apartment
Villa for Sale with Installment in Muscat Hills,120000.0,4,5,800.0,"Muscat Hills, Muscat",Villa
Shop for Sale in Business Tower 2 Muscat Hills with installment,118807.0,2,3,73.0,"Muscat Hills, Muscat",Commercial
Apartment for Sale with 1 BHK Furnished in Muscat Hills,78000.0,1,2,108.0,"Muscat Hills, Muscat",Apartment
FULLY FURNISHED 2 BR APARTMENT,400.0,2,2,105.0,"Al Ghubrah, Muscat",Apartment
ADS902**4 BHK + 2 Maid's Room Villa for sales Beautiful Standalone Vi,470000.0,4,5,420.0,"Qurum, Muscat",Villa
ADV935**4BHK Villa for rent in a complex in qurum,750.0,4,5,300.0,"Qurum, Muscat",Villa
ADV917** luxurious 3bhk+Study Villa in complex in shatti Al qurum,1750.0,4,5,350.0,"Qurum, Muscat",Villa
2 Bedrooms Apartment for Sale With Marina Views,220000.0,2,2,153.0,"The Wave (Almouj), Muscat",Apartment
2 Bedroom Apartment for Sale in Almeria North Wave Muscat Almouj,125000.0,2,2,139.0,"The Wave (Almouj), Muscat",Apartment
Offices for Sale – Freehold for Foreigners in Prime Location,1100.0,2,3,70.0,"Muscat Hills, Muscat",Commercial
Free Hold!! Own Your 1-Bedroom Apartment in Wadi Zaha - SHC,58000.0,1,2,75.0,"Al Seeb, Muscat",Apartment
FREE HOLD!! Own your standalone villa in Wadi Zaha - SHC,340000.0,4,6,388.0,"Sultan Haitham City, Muscat",Villa
Spacious 4-Bedroom Farmhouse for Sale in Jebel Sifah,300000.0,4,4,,"Al Sifah, Muscat",Villa
WADI KABIR | 1300 SQM WAREHOUSE WITH OFFICE,3510.0,2,3,,"Al Wadi Al Kabir, Muscat",Villa
للبيع اراضي في الرميس مخطط حي المعمورة,19000.0,2,3,600.0,"Barka, Al Batinah",Other
(B5496) 2bhk in Southe Ghubrah free wifi,220.0,2,2,100.0,"Al Ghubrah, Muscat",Other
للبيع ارض سكني تجاري في الرميس,38000.0,2,3,431.0,"Barka, Al Batinah",Other
2bhk flat in mbd (B2023),200.0,2,2,107.0,"Ruwi, Muscat",Apartment
The Cube Building - Amerat,350.0,2,3,450.0,"Al Amarat, Muscat",Other
Apartment for Sale in Bawshar - شقة للبيع في بوشر,53000.0,2,3,108.0,"Bosher, Muscat",Apartment
Freehold Ready 3BR Nameer Villa | Life-Time Residency | Muscat Bay,396200.0,3,5,426.0,"Muscat - Other, Muscat",Villa
Sea View | 5BR Wajd Villa | Life-Time Oman Residency | Muscat Bay,950000.0,5,7,750.0,"Muscat - Other, Muscat",Villa
Waterfront 5BR Wajd Villa | Life-Time Oman Residency | Muscat Bay,1265000.0,5,7,760.0,"Muscat - Other, Muscat",Villa
Freehold Ready 1BR | Luxury Waterfront Lifestyle in Muscat Bay,103000.0,1,1,79.0,"Muscat - Other, Muscat",Other
Lavish Resort Living | Life-Time Oman Residency | Muscat Bay,98900.0,1,1,79.0,"Muscat - Other, Muscat",Other
Discounted Price | Freehold Ready Studio in Muscat Bay,72500.0,2,1,60.0,"Muscat - Other, Muscat",Studio
Villa for rent ( Stand Alone),700.0,6,8,500.0,"Al Mawaleh, Muscat",Villa
1bedroom for sale Sultan haitham city- غرف للبيع مدينة السلطان هيثم,58500.0,1,2,70.0,"Sultan Haitham City, Muscat",Other
Beautiful 5BR Complex Villa for Rent in Bausher al Muna,650.0,5,6,300.0,"Bosher, Muscat",Villa
"ADA301**Own your apartment in Uptown Muscat,1 BHK Starting From 40,000",40000.0,1,1,38.0,"Al Khoud, Muscat",Apartment
Luxury villa for sales in Muscat Hills,390000.0,4,5,450.0,"Muscat Hills, Muscat",Villa
ADV929** 6bhk Brand new complex located in a prime location in the Qur,1000.0,5,6,450.0,"Qurum, Muscat",Other
ADV928** 5BHK+maid؛ villa in a complex located al shatti qurum,700.0,4,5,450.0,"Qurum, Muscat",Villa
مزرعة مفروشة بالكامل للبيع في مشروع حي النسيم بركاء,210000.0,3,3,,"Barka, Al Batinah",Other
للبيع توين فيلا في حالة ممتازة للبيع في الانصب قريب من الحديقة الانصب,145000.0,4,5,350.0,"Ansab, Muscat",Other
250sqm Partiotions office for rent in ghala,1500.0,2,3,250.0,"Ghala, Muscat",Commercial
ADA011**Duplex plus Maid for rent in Madinat Sutan qabus,700.0,2,3,300.0,"Madinat As Sultan Qaboos, Muscat",Other
ADV**928 Beachfront 3bhk +Study villa for rent in Shatti Qurum,1800.0,3,5,350.0,"Qurum, Muscat",Villa
ADV**912 Beachfront 4bhk+Study villa for rent in Shatti Qurum,2600.0,4,5,648.0,"Qurum, Muscat",Villa
Fully Furnished 3BHK Villa in AIDA Sunrise Haven with Payment Plan,198600.0,3,4,124.0,"Yiti, Muscat",Villa
Apartment for Rent in Bawshar - شقة للايجار في بوشر,400.0,2,2,60.0,"Bosher, Muscat",Apartment
Land For Sale - Adjacent to Almouj Golf Course أرض للبيع مجاورة للموج,10000000.0,2,3,,"The Wave (Almouj), Muscat",Land
Sea View | FullyFurnished 1BHK Apt Juman2 in AlMouj شقة مطلة على البحر,135000.0,1,2,106.0,"The Wave (Almouj), Muscat",Apartment
AL GHUBRAH NORTH | EXCELLENT 2+1 BR FLAT,425.0,2,2,105.0,"Al Ghubrah, Muscat",Apartment
Boulevard View | Terrace | 20/80 Payment Plan | Hay Alwafa,55570.0,1,2,67.0,"Sultan Haitham City, Muscat",Other
ADV1201** Stunning 5+1 Bedroom (UN FURNISHED) Villa in The Wave – Just,1800.0,5,6,400.0,"The Wave (Almouj), Muscat",Villa
ADV927**Brand new 3BHK+Maid villa for rent in qurum heights,1200.0,3,3,350.0,"Qurum, Muscat",Villa
"Murooj Al Zain – Salalah’s Hidden Gem, 3 Bedroom Apartment",80.0,3,3,100.0,"Salalah, Dhofar",Apartment
25sqm Shops in AlMisfah for rent first line(B225),80.0,2,3,25.0,"Misfah, Muscat",Commercial
"installments for 120 months,own your apmnt, office or shop,No upfront",35000.0,1,2,86.0,"Ghala, Muscat",Commercial
Wonderful 1 BHK Apartment Sustainable City | Installment,85000.0,1,2,72.0,"Yiti, Muscat",Apartment
"Gorgeous Sea View branded apartment, Feehold",470486.0,2,3,203.0,"The Wave (Almouj), Muscat",Apartment
GHALA | 2738 SQM WAREHOUSE WITH STAFF ACCOMODATION,800000.0,2,3,,"Ghala, Muscat",Villa
BARR AL JISSAH | LUX FURNISHED 4+1 BR VILLA - RESORT LIVING,1599.0,5,5,265.0,"Barr Al Jissah, Muscat",Villa
Pearl Muscat - Muscat Hiils,425.0,1,2,75.0,"Muscat Hills, Muscat",Other
Park View - Al Qurum,425.0,2,2,120.0,"Qurum, Muscat",Other
شقة غرفة واحدة للبيع الموج لاجون - 1BHK apartment for sale almouj,94000.0,1,2,107.0,"The Wave (Almouj), Muscat",Apartment
شقة اطلالة بحرية للبيع في الموج sea view apartment for sale in Al Mouj,141000.0,2,2,127.0,"The Wave (Almouj), Muscat",Apartment
Sea View-1BHK Appartment Sustainable City Yiti | شراء شقة |Urgent Sale,105647.0,1,2,78.0,"Yiti, Muscat",Other
Marina View -2BHK FreeHold Appartment Sustainable City Yiti | شراء شقة,166570.0,2,3,121.0,"Yiti, Muscat",Other
Sea View Garden Villa 4+1 BHK - 7 Years Installment | 10% Downpayments,595608.0,4,6,501.0,"Yiti, Muscat",Villa
منزل للبيع المعبيله الجنوبية قريب من حي الزعفران,95000.0,4,4,630.0,"Al Maabilah, Muscat",Other
AMAZING FURNISHED 1 BHK APARTMENT FOR COUPLES,330.0,1,1,85.0,"Al Ghubrah, Muscat",Apartment
QURUM | 2 BEDROOM APARTMENT,220.0,2,2,105.0,"Qurum, Muscat",Apartment
For Rent – Spacious Luxury Villa in Qurum,600.0,5,6,300.0,"Qurum, Muscat",Villa
"فيلا 6 غرف في جزيرة جنان, الموج | Jinan Island 6BHK Villa in Al Mouj",1406000.0,6,6,907.0,"The Wave (Almouj), Muscat",Villa
Spacious 1 BHK Apartment in Solaris Jebel Sifah with Lovely Terrace,69000.0,1,1,54.0,"Al Sifah, Muscat",Apartment
شقه للايجار للعوائل في غلا شارع الجامع الاكبر,300.0,2,3,120.0,"Ghala, Muscat",Other
شقة للايجار فى بوشر قريبة من مطعم الضيعة اللبنانى 2BHK FORT RENT,220.0,2,2,100.0,"Bosher, Muscat",Other
Villa for Rent in Bawshar - فيلا للايجار في بوشر,550.0,5,6,80.0,"Bosher, Muscat",Villa
Villa for Rent in Mabela - شقة للايجار في المعبيله,550.0,5,5,70.0,"Al Maabilah, Muscat",Villa
Apartment for Rent in Mattrah - شقة للايجار في مطرح,250.0,2,2,50.0,"Mutrah, Muscat",Apartment
SEA VIEW OFFICE SPACE FOR RENT - AZAIBA !,750.0,2,3,89.0,"Azaiba, Muscat",Commercial
"BRAND NEW 1 BHK FOR SALE - BOUSHER - 30,000 OMR ONLY !!",30000.0,1,2,57.0,"Bosher, Muscat",Other
BRAND NEW HYBRID OFFICE SPACES FOR RENT - QURUM!,250.0,2,3,15.0,"Qurum, Muscat",Commercial
أنا المالك / للبيع ارضين شبك في العامرات / مرتفعات 8/1 قريبه,27000.0,2,3,333.0,"Al Amarat, Muscat",Other
للبيع 4 قطع شبك في العامرات المحج الاولى,33000.0,2,3,345.0,"Al Amarat, Muscat",Other
BEAUTIFUL 2 BR APARTMENT AVAILABLE FOR RENT IN AL MOUJ,700.0,2,2,120.0,"The Wave (Almouj), Muscat",Apartment
Commercial-use Villa in One of the Best Locations in Al Khuwair South,1100.0,6,6,615.0,"Al Khuwair, Muscat",Villa
Luxurious Brand-New 5+1 BR villa available for rent in Madinat Al-Il,1300.0,6,7,500.0,"Madinat As Sultan Qaboos, Muscat",Villa
Office for Rent in Al Khuwair,600.0,2,3,190.0,"Al Khuwair, Muscat",Commercial
FOR RENT Luxury Villa! Located in MADINAT AL ILLAM,700.0,5,5,300.0,"Madinat As Sultan Qaboos, Muscat",Villa
For Rent – Luxurious & Unique Villa in Al Mouj,1900.0,5,5,600.0,"The Wave (Almouj), Muscat",Villa
BRAND-NEW 3 BR VILLAS AVAILABLE FOR RENT,700.0,3,4,299.0,"Bosher, Muscat",Villa
Beautiful 4 BR Compound Villa Available for Rent in Al Qurum,1800.0,4,5,500.0,"Qurum, Muscat",Villa
Apartment Lagoon View | 1-BR |free hold| Safe investment |Installments,100000.0,1,1,107.0,"The Wave (Almouj), Muscat",Apartment
فیلا فاخرة | 5 غرف نوم | حوض سباحة |موج مسقط | تملک حر,517000.0,5,6,540.0,"The Wave (Almouj), Muscat",Other
1 Bedroom Luxury Apartment for Sale- شقة بغرفة واحدة للبيع,87000.0,1,2,80.0,"Yiti, Muscat",Apartment
Hotel Apartment for Sale | Prime Sea View Location,599600.0,3,5,262.0,"The Wave (Almouj), Muscat",Apartment
2BHK Apartment in AIDA |Great Escape 2–شراء شقة عايدة فقط 5٪ دفعة أولى,140000.0,2,3,95.0,"Yiti, Muscat",Apartment
1BHK Appartment in Aida Great Escape2-- 5 % downpayment شراء شقة عايدة,90000.0,1,2,57.0,"Yiti, Muscat",Other
Apartment with 3 Bedrooms in Muscat- شقة بثلاث غرف في مسقط,229000.0,3,4,164.0,"Yiti, Muscat",Apartment
Luxury Spacious Studio In Zen Residences | Big Terrace | Muscat Bay,68970.0,2,1,60.0,"Muscat - Other, Muscat",Studio
Luxurious 1 BHK Apartment in Golf Links Al Mouj | Easy Payment Plan,97500.0,1,2,83.0,"The Wave (Almouj), Muscat",Apartment
"Luxury 6+2 BHK Villa in Jinan, Al Mouj | Lake View - Installments",665000.0,6,8,455.0,"The Wave (Almouj), Muscat",Villa
محلات للايجار في بازار صحار على الشارع العام وقريب جسر صحار,300.0,2,3,20.0,"Al Khoud, Muscat",Other
فيلل راقية جدا في حي مجد صحار بالقرب من مستشفى صحار بالأقساط 3 سنوات,59400.0,4,6,322.0,"Sohar, Al Batinah",Other
ضيف دخلك الشهري بإمتلاكك لمحل تجاري في بازار صلالة,19000.0,2,3,20.0,"Salalah, Dhofar",Other
"Exclusive Freehold Flats – Luxury ,Comfort in One Place! in Suhar",47000.0,2,3,110.0,"Sohar, Al Batinah",Apartment
luxury ready Flat Al Mouj Muscat with 4 years installments,129000.0,2,2,130.0,"The Wave (Almouj), Muscat",Apartment
Shops in Al Khoudh main Street next to high brand cafes and restaurant,1000.0,2,3,120.0,"Al Khoud, Muscat",Commercial
شقق فاخرة بإطلالة بحرية ساحرة على شاطئ الحيل مع ترفر اقساط 10 سنوات,69000.0,2,3,102.0,"Al Hail, Muscat",Other
امتلك شقتك في مدينة السلطان هيثم الآن وادفع على 5 سنوات,54395.0,1,2,67.0,"Sultan Haitham City, Muscat",Other
Sea View | Marina View | 2BHK Apartment in Al Mouj Juman2 شقق الموج,210000.0,2,3,150.0,"The Wave (Almouj), Muscat",Apartment
Fully Furnished 3BHK Apartment in Al Mouj Lagoon – Muscat شقق الموج,210000.0,3,4,215.0,"The Wave (Almouj), Muscat",Apartment
Fully furnished office space for one person at Muscat Hills,209.0,2,3,10.0,"Muscat - Other, Muscat",Commercial
Fully furnished office space for two persons in Muscat Hills,299.0,2,3,10.0,"Muscat Hills, Muscat",Commercial
"Office Membership available in MUSCAT, Al Mawaleh",109.0,2,3,10.0,"Qurum, Muscat",Commercial
"Private office space for 1 person in MUSCAT, Hormuz Grand",225.0,2,3,10.0,"Muscat Hills, Muscat",Commercial
