title,Price,bedrooms,bathrooms,Size,Location,Property_type
2 BR Compact Apartment in Bawshar – Nearby Amenities,350.0,2,2,119.0,"Bosher, Muscat",Apartment
ADC01**235SQM well decorated showroom for rent in Ghala,1840.0,2,3,230.0,"Ghala, Muscat",Other
ADC08**460 sqm office for rent in khuwair overlooking in sultan qabus,2760.0,2,3,465.0,"Al Khuwair, Muscat",Commercial
ADV913**4bhk+Maid villa fo rent in a complex in qurum,800.0,4,4,390.0,"Qurum, Muscat",Villa
#ADV112#Spacious 4BHK Complex Villa For Rent in Mawaleh,650.0,4,5,450.0,"Al Hail, Muscat",Villa
ADV903** 4bhk + maid's room villa for rent in a complex Madinat Illam,1100.0,4,5,380.0,"Qurum, Muscat",Villa
GHALA | 2738 SQM RESIDENTIAL/ COMMERCIAL LAND FOR SALE,785000.0,2,3,,"Ghala, Muscat",Land
Fully furnished 1BHK apartment In Atheba,300.0,1,2,,"Azaiba, Muscat",Apartment
الانصب,500.0,4,6,500.0,"Ansab, Muscat",Other
EXCELLENT FULLY FURNISHED 2 BHK APARTMENT,350.0,2,2,105.0,"Al Khuwair, Muscat",Apartment
QURUM | EXCELLENT 6 BR COMPOUND VILLA,1000.0,6,4,300.0,"Qurum, Muscat",Villa
BOUSHER | BRAND-NEW 3+1 BR TOWNHOUSE WITH POOL,850.0,3,4,297.0,"Bosher, Muscat",Villa
MQ | BEAUTIFUL 5 BR COMPOUND VILLA,1400.0,5,7,300.0,"Madinat As Sultan Qaboos, Muscat",Villa
عرض لایقاوم | محل تجاری للبیع | موقع استراتيجي | عائد استثماری مضمون,47000.0,2,3,47.0,"Al Mawaleh, Muscat",Other
luxury villa | 5-BR | pool | free hold | mouj muscat,517000.0,5,6,540.0,"The Wave (Almouj), Muscat",Villa
Furnished studio for rent in North Ghubrah,180.0,1,1,35.0,"Al Ghubrah, Muscat",Studio
أزورا بيتش – شقة 1BR بإطلالة مباشرة على المرسى,119000.0,1,1,83.0,"The Wave (Almouj), Muscat",Other
Fully furnished studio ( private entrance ) in Al Ghubra North,170.0,2,1,,"Al Ghubrah, Muscat",Studio
FOR RENT – Brand New Luxury Villa,800.0,5,6,300.0,"Madinat As Sultan Qaboos, Muscat",Villa
Furnished room and private bathroom ( without kitchen ) in Al Khuwair,150.0,1,1,,"Al Khuwair, Muscat",Other
2 BR Furnished Apartment Overlooking the Pool & Garden | Al Mouj,140000.0,2,2,150.0,"The Wave (Almouj), Muscat",Apartment
3me63 - Spacious Standalone 5+1 BHK Villa For Rent in MQ,800.0,5,3,400.0,"Madinat As Sultan Qaboos, Muscat",Villa
1me67 - Modern 4BHK Villa for Rent In Azaiba,650.0,4,6,350.0,"Azaiba, Muscat",Villa
6 BR Spacious Furnished Commercial Villa with Amenities Nearby in Seeb,125000.0,6,6,363.0,"Al Seeb, Muscat",Villa
3 BR + Maid’s Room Great Villa – Madinat Sultan Qaboos,600.0,3,3,159.0,"Madinat As Sultan Qaboos, Muscat",Villa
"1000 SQM Ready Office Spaces in Prime Commercial Building, Qurum",5500.0,2,3,,"Qurum, Muscat",Commercial
600 SQM Fantastic Office Space in Qurum- Prime Commercial Building,3300.0,2,3,600.0,"Qurum, Muscat",Commercial
173 SQM Freehold Ground Floor Shop – Muscat Hills,311400.0,2,3,173.0,"Muscat Hills, Muscat",Commercial
1 BR Furnished Apartment with Balcony – Marriott Residences AIDA,184350.0,1,2,96.0,"Yiti, Muscat",Apartment
"1 BR Impressive Townhouse in Hawana Salalah Resort, Forrest Island",65000.0,1,2,78.0,"Salalah, Dhofar",Villa
3 BR Offplan Apartment in Bousher,80495.0,3,3,137.0,"Bosher, Muscat",Apartment
2 BR Lovely Flat Located in Ruwi,250.0,2,2,109.0,"Ruwi, Muscat",Apartment
2 BR Fully Furnished Apartment | at MGM – Ghubra,625.0,2,3,112.0,"Al Ghubrah, Muscat",Apartment
1 BR + Maid’s Room Cozy Apartment – Bowsher with Amenities,395.0,1,2,60.0,"Bosher, Muscat",Apartment
2 BR Stunning Brand New Marina View Apartment in Al Mouj – Juman 2,1150.0,2,3,109.0,"The Wave (Almouj), Muscat",Apartment
2 BR Freehold Apartment with Shared Pool & Gym – Muscat Hills,75000.0,2,2,80.0,"Muscat Hills, Muscat",Apartment
FREEHOLD 247 SQM Office Space Located in Muscat Hills for SALE!,245500.0,2,3,247.0,"Muscat Hills, Muscat",Commercial
FREEHOLD 109 SQM Office Space Available in Muscat Hills for SALE!,125000.0,2,3,108.0,"Muscat Hills, Muscat",Commercial
1BHK Apartment for Rent – in Zara Building Quram PPA114,250.0,1,2,90.0,"Qurum, Muscat",Apartment
Furnished 1BHK Apartment with Pool View in Muscat Hills PPA391,460.0,1,2,78.0,"Muscat Hills, Muscat",Apartment
AL MOUJ | FULLY FURNISHED 2+1 BHK MODERN APARTMENT FOR RENT,850.0,3,2,115.0,"The Wave (Almouj), Muscat",Apartment
AL QURUM | BEAUTIFUL 4+1 BR COMMUNITY VILLA FOR RENT,1200.0,5,6,444.0,"Qurum, Muscat",Villa
MADINAT AL ILAM | LUXURIOUS 5+1BR COMPOUND VILLA WITH SEA VIEW,1500.0,6,5,465.0,"Madinat As Sultan Qaboos, Muscat",Villa
AZAIBA | 70.650 MSQ BRAND NEW OFFICE SPACE IN PRIME LOCATION,410.0,2,3,70.0,"Azaiba, Muscat",Commercial
AZAIBA | 93.89 MSQ BRAND NEW OFFICE SPACE IN PRIME LOCATION,540.0,2,3,93.0,"Azaiba, Muscat",Commercial
Beautiful 1 Bed Loft in Uptown Muscat with Swimming pool.,43500.0,1,1,42.0,"Muscat - Other, Muscat",Other
AL MOUJ | 2+2 BHK MARINA VIEW APARTMENT IN JUMAN,1200.0,4,4,145.0,"The Wave (Almouj), Muscat",Apartment
MADINAT AL ILAM | LUXURIOUSLY FURNISHED 5+1BR COMPOUND VILLA FOR RENT,1400.0,6,8,475.0,"Madinat As Sultan Qaboos, Muscat",Villa
2 Bedrooms Apartment for Rent With Marina and Ocean View,1200.0,2,3,146.0,"The Wave (Almouj), Muscat",Apartment
1 Bedroom Apartment for Rent In Juman One Almouj Muscat,600.0,1,1,82.0,"The Wave (Almouj), Muscat",Apartment
6 Bedroom Villa For Sale In Almouj Muscat,1600000.0,6,10,900.0,"The Wave (Almouj), Muscat",Villa
1BR Marina View – Azura Beach | 83m² | OMR 119K | 10% Down Payment,119000.0,1,1,83.0,"The Wave (Almouj), Muscat",Other
Stylish 1BR in Azura Beach – Urban View | 83m² | OMR 107K | 10% DP,107000.0,1,1,83.0,"The Wave (Almouj), Muscat",Other
1BR Marina View | Azura Beach – Al Mouj | OMR 115K | Flexible Payment,115000.0,1,1,83.0,"The Wave (Almouj), Muscat",Other
1bhk in mbd ruwi (B1465),150.0,1,1,70.0,"Ruwi, Muscat",Other
Villa for Sale in Sultah Haitham City,178000.0,5,5,249.0,"Al Maabilah, Muscat",Villa
Villa for Sale with 3 Bedrooms in Sultan Haitham City,169000.0,3,3,210.0,"Al Maabilah, Muscat",Villa
Apartment for Sale with 3 Bedrooms in Muscat Bay,187500.0,3,4,171.0,"Qantab, Muscat",Apartment
Apartment for Sale with 3 Bedrooms in Muscat Bay,187500.0,3,4,175.0,"Qantab, Muscat",Apartment
Apartment for Sale with 3 Bedrooms in Muscat Bay,178500.0,3,4,170.0,"Qantab, Muscat",Apartment
Apartment for Sale in Muscat Bay with 3 Bedroom,185000.0,3,4,165.0,"Qantab, Muscat",Apartment
Villa for Sale in Jabal Sifa with 2 Bedrooms,162732.0,2,3,175.0,"Al Sifah, Muscat",Villa
Villa for Sale with 2 Bedrooms in Jabal Al Sifa,162732.0,2,3,157.0,"Al Sifah, Muscat",Villa
ready to move in for 2+1 apartment in Muscat Bay,200000.0,2,3,200.0,"Qantab, Muscat",Apartment
Apartment for Sale with 2 Bedrooms,133000.0,2,3,133.0,"Qantab, Muscat",Apartment
Apartment for Sale with 2 Bedrooms in Muscat Bay,135000.0,2,3,133.0,"Qantab, Muscat",Apartment
Studio for Sale in Sultan Hatiham City,46650.0,2,1,71.0,"Al Maabilah, Muscat",Studio
Apartment for Sale in Jabal Al Sifa with 2 BHK,96491.0,2,2,85.0,"Al Sifah, Muscat",Apartment
Villa for Sale in Jabal Al Sifa with 4 Bedrooms,183492.0,3,4,183.0,"Al Sifah, Muscat",Villa
Apartment for sale 2BHK in sultan Haitham City,98568.0,2,2,157.0,"Al Maabilah, Muscat",Apartment
6 bedroom villa for sale in Almouj Muscat,725000.0,6,7,606.0,"The Wave (Almouj), Muscat",Villa
3 bedroom Challet for Sale in Jebel Sifa,183492.0,3,4,183.0,"Yiti, Muscat",Other
three bedroom apartment for sale in sultan haitham city,120987.0,3,3,193.0,"Al Maabilah, Muscat",Apartment
1 bedroom Apartment for Sale in Sultan Haitham City,59296.0,1,1,95.0,"Al Maabilah, Muscat",Apartment
Fully Furnished Office for Rent in Prime Ghala Business District,4800.0,2,3,,"Ghala, Muscat",Commercial
Spacious Commercial Showroom for Rent in Prime Location-RUWI,6000.0,2,3,,"Ruwi, Muscat",Commercial
للايجار ارض زراعية واسعه فى بركا السلاحه,50000.0,2,3,,"Barka, Al Batinah",Other
GHALA | 330 SQM BEAUTIFUL OFFICE SPACE IN PRIME LOCATION FOR RENT,1100.0,2,3,328.0,"Ghala, Muscat",Commercial
Fully furnished studio in Al Ghabra North 18 November Street,180.0,2,1,,"Al Ghubrah, Muscat",Studio
للبيع أرض سكنية – موقع مميز بالخوض السادسة,95000.0,2,3,600.0,"Al Khoud, Muscat",Other
أرض س ت كورنر مفتوحة من أربع جهات – موقع نادر في محمد الأمين بوشر,600000.0,2,3,,"Bosher, Muscat",Other
"1BR Marina View | Azura Beach – Al Mouj | 83m² | OMR 111,000 | 10% DP",111000.0,1,1,83.0,"The Wave (Almouj), Muscat",Other
"1BR | Urban View – Azura Beach, Al Mouj | OMR 112K | 10% DP Only",112000.0,1,1,83.0,"The Wave (Almouj), Muscat",Other
Villa for Saleفيلا للبيع,49000.0,3,4,345.0,"Barka, Al Batinah",Villa
Room For Rent (Bachelor only),90.0,1,1,35.0,"Al Khoud, Muscat",Other
GHALA | 48 PERSON STAFF ACCOMMODATION IN PRIME INDUSTRIAL LOCATION,1350.0,2,3,450.0,"Ghala, Muscat",Other
Showroom for Rent in Al Ghubra North. 18 November,4400.0,2,3,700.0,"Al Ghubrah, Muscat",Other
Spacious 4BHK Compound Villa for Rent in Seeb PPV264,550.0,4,4,325.0,"Al Seeb, Muscat",Villa
Furnished 2BHK Apartment with Lagoon View for Rent in Lagoon PPA330,850.0,2,3,118.0,"The Wave (Almouj), Muscat",Apartment
Spacious 4+1BHK Compound Villa for Rent in Saruj PPV163,600.0,5,5,350.0,"Qurum, Muscat",Villa
Newly Renovated Office for Rent – Shatti al quram PPC143,800.0,2,3,80.0,"Qurum, Muscat",Commercial
Commercial Shop for Rent in Azaiba| REF 81BC,600.0,2,3,43.0,"Azaiba, Muscat",Commercial
ADV 919** 3BHK + Maid's villa for rent located in Qurum - Hay Assarouj,750.0,3,4,300.0,"Qurum, Muscat",Villa
Furnished Apartment for Rent in Al Qurum| REF 80BC,300.0,1,2,80.0,"Qurum, Muscat",Apartment
"Large Three bedroom Apartment, Al Mouj Muscat - RAMA036",950.0,3,3,190.0,"The Wave (Almouj), Muscat",Apartment
FOR RENT: Luxurious 5-Bedroom Villa in Muscat,2200.0,5,6,427.0,"The Wave (Almouj), Muscat",Villa
Fully furnished room and bathroom ( without kitchen) Al Ghubra South,150.0,1,1,,"Al Ghubrah, Muscat",Other
شقة للبيع في بناية ذا لينكس في مسقط هيلز- Apartment for Sale the links,72000.0,2,3,108.0,"Muscat Hills, Muscat",Apartment
ADC203**280SQM Office for rent in ghala overlooking highway,1680.0,2,3,250.0,"Ghala, Muscat",Commercial
QURM | EXCELLENT 4+1 BR COMMUNITY VILLA,1800.0,4,4,300.0,"Qurum, Muscat",Villa
"""5+1 -Bedrooms Standalone Villa For Rent In Azaiba Near The Beach",1000.0,6,6,600.0,"Azaiba, Muscat",Villa
For Sale 4 Bhk In Al Azaiba للبيع فيلا ٤ غرف نوم في العذيبة,135000.0,4,6,284.0,"Azaiba, Muscat",Other
GHALA | 2238 SQM WAREHOUSE IN PRIME LOCATION,1950.0,2,3,,"Ghala, Muscat",Villa
6 BR + Guard’s Room Spacious Villa in Mawaleh – Near Al Sahwa Gardens,140000.0,6,7,600.0,"Al Mawaleh, Muscat",Villa
2 BR + Maid’s Room Stunning Apartment – Muscat Bay with Amenities,220000.0,2,3,199.0,"Qantab, Muscat",Apartment
5 BR Fantastic Villa – Al Khoudh Phase 6 with Nearby Amenities,90000.0,5,5,293.0,"Al Khoud, Muscat",Villa
2-Desk Office for Rent – Qurum,250.0,2,3,15.0,"Qurum, Muscat",Commercial
378 SQM Prime Ground Floor Office – Shatti Al Qurum,2500.0,2,3,378.0,"Qurum, Muscat",Commercial
205 SQM Spacious Office for Rent – Al Khuwair,650.0,2,3,205.0,"Al Khuwair, Muscat",Commercial
120 SQM Shell & Core Shop in Qurum Heights,1200.0,2,3,120.0,"Qurum, Muscat",Commercial
"2 BR Luxury Apartment – The Great Escape, AIDA by DarGlobal",136267.11,2,2,93.0,"Yiti, Muscat",Apartment
"1 BR Luxury Apartment – The Great Escape, AIDA by DarGlobal",95451.26,1,2,68.0,"Yiti, Muscat",Apartment
79 SQM Freehold Office in Muscat Hills – Prime Location,91000.0,2,3,79.0,"Muscat Hills, Muscat",Commercial
2 BR Great Freehold Apartment with a balcony - Sultan Haitham City,80835.0,2,2,132.0,"Al Maabilah, Muscat",Apartment
2 BR Excellent Penthouse Apartment in Sultan Haitham City with Private,110500.0,2,3,170.0,"Al Maabilah, Muscat",Apartment
3 BR + Maid’s room Freehold Offplan Apartment in Sohar,65044.0,3,4,135.0,"Sohar, Al Batinah",Apartment
Studio Apartment in Sultan Haitham City,37200.0,1,1,50.0,"Al Maabilah, Muscat",Apartment
1 BR Great Apartment Al Khuwair with Nearby Amenities,225.0,1,2,59.0,"Al Khuwair, Muscat",Apartment
6 BR Commercial Villa in Bawsher - Shabia Area,950.0,6,6,650.0,"Bosher, Muscat",Villa
3 BR Off Plan Apartment in Ghala,66988.0,3,3,167.0,"Ghala, Muscat",Apartment
2 BR Off Plan Modern Apartment in Ghala,50284.0,2,2,125.0,"Ghala, Muscat",Apartment
3 + 1 BR Freehold Apartment in Sultan Haitham City – Hay Al Wafaa,108990.0,3,3,154.0,"Al Maabilah, Muscat",Apartment
2 + 1 BR Apartment in Sultan Haitham City–Freehold Unit with Residency,74830.0,2,3,109.0,"Al Maabilah, Muscat",Apartment
2 Desk Offices in Mawalah in Business Center,240.0,2,3,109.0,"Al Mawaleh, Muscat",Commercial
5 + 1 BR Villa in Mawalah with a Large Amazing Garden,700.0,5,5,459.0,"Al Mawaleh, Muscat",Villa
5 BR Amazing Freehold Exclusive Villa in Al Mouj for Sale,670000.0,5,5,455.0,"The Wave (Almouj), Muscat",Villa
6 BR Stunning Grand Freehold Villa in Al Mouj for Sale,950000.0,6,6,907.0,"The Wave (Almouj), Muscat",Villa
6 + 1 Maid’s Room Freehold Luxurious Off-plan Villa in Al Mouj,1800000.0,6,6,933.0,"The Wave (Almouj), Muscat",Villa
5-Star Freehold Hotel Room with Guaranteed Return on Investment,167680.0,1,1,43.0,"Barr Al Jissah, Muscat",Other
1 BR Amazing Freehold Fully Furnished Apartment in Jebel Sifa,73000.0,1,2,90.0,"Al Sifah, Muscat",Apartment
2 + 1 BR Furnished Freehold Apartment in Jebel Sifah,110000.0,2,3,121.0,"Al Sifah, Muscat",Apartment
15 BR Commercial Use Villa for Rent – Mawaleh,3500.0,12,12,711.0,"Al Mawaleh, Muscat",Villa
15 BR Commercial Use Villa for Sale – Mawaleh,370000.0,12,12,711.0,"Al Mawaleh, Muscat",Villa
2 BR + Study Room Freehold Apartment in Al Mouj for Sale,160000.0,2,2,127.0,"The Wave (Almouj), Muscat",Apartment
1 BR Large Flat in Muscat Hills for Sale – Freehold Ready,71917.0,1,1,108.0,"Muscat Hills, Muscat",Apartment
EXTRAORIDNARY OFFER! 4 BR Villa In Muscat Bay with Private Pool,456000.0,4,5,498.0,"Qantab, Muscat",Villa
1 BR Fully Furnished Freehold Apartment in Sifah For Sale,63000.0,1,1,77.0,"Al Sifah, Muscat",Apartment
1 BR Spacious Freehold Flat For Sale – Muscat Hills,75900.0,1,1,115.0,"Muscat Hills, Muscat",Apartment
2 BR Freehold Corner Apartment in Muscat Hills,81180.0,2,2,123.0,"Muscat Hills, Muscat",Apartment
3 BR + 1 Maid’s Room Freehold Courtyard Villa in Al Mouj,300000.0,3,4,247.0,"The Wave (Almouj), Muscat",Villa
2 BR Excellent Flat with Rooftop Pool and Gym,350.0,2,2,110.0,"Al Khuwair, Muscat",Apartment
2 BR One of a Kind Duplex Freehold Apartment in Sifah For Sale,125000.0,2,3,129.0,"Al Sifah, Muscat",Apartment
Courtyard Villa 3+1 BHK | 7 years Installments |فيلا استثنائية في ييتي,274733.0,3,5,253.0,"Yiti, Muscat",Villa
3BHK Penthouse Apartment for Rent – PPA400,350.0,3,3,250.0,"Azaiba, Muscat",Apartment
BARR AL JISSAH | LUX FURNISHED 4+1 BR VILLA FOR RENT,1599.0,5,5,445.0,"Barr Al Jissah, Muscat",Villa
AL GHUBRAH NORTH | FURNISHED 2+1 BR APARTMENT,500.0,2,2,105.0,"Al Ghubrah, Muscat",Apartment
3 BR + Maid’s Room Excellent Twin Villa with Big Yard in Qurum,600.0,3,4,159.0,"Qurum, Muscat",Villa
For Rent – Luxury Apartment in North Ghubrah,450.0,2,3,139.0,"Al Ghubrah, Muscat",Apartment
1 BR Stunning Freehold Apartment in Al Mouj with Amenities,99000.0,1,1,70.0,"The Wave (Almouj), Muscat",Apartment
2 Bedroom Apartment for Sale In Almouj Muscat,143000.0,2,2,137.0,"The Wave (Almouj), Muscat",Apartment
قطعة تملك حر نادرة في مرتفعات المطار – سوبر كورنر,750.0,2,3,,"Bosher, Muscat",Other
أرض سكني تجاري نادرة – أول خط شارع 18 نوفمبر – الغبرة الشمالية,8000000.0,2,3,,"Al Ghubrah, Muscat",Other
Fully furnished apartment ( 1BHK ) in Atheba next to Adam Bakery,250.0,1,1,,"Azaiba, Muscat",Apartment
3 Bedroom Villa for Rent in Qurum,750.0,3,4,300.0,"Qurum, Muscat",Villa
1 BR Freehold Elegant Townhouse – Hawana Salalah,65000.0,1,2,77.0,"Salalah, Dhofar",Villa
For Rent: 2 Bedroom Apartment at The Wave Muscat Almouj,750.0,2,2,115.0,"The Wave (Almouj), Muscat",Apartment
GHALA | 2738 SQM WAREHOUSE WITH STAFF ACCOMMODATION,785000.0,2,3,,"Ghala, Muscat",Villa
BRAND NEW FULLY FURNISHED 2 BHK FOR RENT!,365.0,2,3,100.0,"Muscat - Other, Muscat",Other
FULLY FURNISHED 1 BHK FOR RENT - WUTTAYAH!,275.0,1,2,86.0,"Muscat - Other, Muscat",Other
For Rent / Sale | Beautiful Furnished Apartment in Al Mouj,700.0,2,2,150.0,"The Wave (Almouj), Muscat",Apartment
For Rent Flat 1BHK - Madinat Al Sultan Qabous,400.0,1,2,11.0,"Madinat As Sultan Qaboos, Muscat",Apartment
For Rent Villa 5+1 BHK - Al Azaiba,800.0,5,6,11.0,"Azaiba, Muscat",Villa
مطلوب فلل مباشرة من المالک |Free sales advertising,1000000.0,4,5,600.0,"The Wave (Almouj), Muscat",Other
GHALA | 2738 SQM WAREHOUSE WITH STAFF ACCOMODATION FOR SALE,800000.0,2,3,,"Ghala, Muscat",Villa
GHALA | 2738 SQM WAREHOUSE IN PRIME LOCATION FOR RENT,3549.0,2,3,,"Ghala, Muscat",Villa
For Rent Flat 2BHK - Al Goubra,425.0,2,3,11.0,"Al Ghubrah, Muscat",Apartment
Brand New 1BHK apartment for rent in Al-Azaiba,320.0,1,2,100.0,"Azaiba, Muscat",Apartment
AL HAIL NORTH | BEAUTIFUL 1 BR APARTMENT FOR RENT,280.0,1,2,100.0,"Al Hail, Muscat",Apartment
AZAIBA | FURNISHED ROOM FOR RENT,150.0,1,1,35.0,"Azaiba, Muscat",Other
محلات مؤجره لأقوى البراندات وبعائد قوي جدا في بازار صحار,42000.0,2,3,35.0,"Sohar, Al Batinah",Other
فرصتك الأخيرة لامتلاك شقة بإطلالة مارينا في الموج مسقط,91000.0,1,1,72.0,"The Wave (Almouj), Muscat",Other
Luxury Lake Facing Villa Available for Rent,2100.0,4,5,400.0,"The Wave (Almouj), Muscat",Villa
New project| Apartment for sale|muscat hills |freehold | installments,47000.0,2,1,49.0,"Muscat Hills, Muscat",Apartment
عرض خاص | استثمار مربح | شقه واسعة للبیع | اقامة دائمة سلطنة عمان,115000.0,1,1,159.0,"The Wave (Almouj), Muscat",Other
GHALA | 2738 SQM WAREHOUSE IN PRIME LOCATION,3549.0,2,3,,"Ghala, Muscat",Villa
5 BR Amazing Villa in Qurum – Near PDO,550.0,5,4,459.0,"Qurum, Muscat",Villa
"2 BHK Luxury Apartment for Rent – Al Marsa Garden 2, Al Mouj",700.0,2,2,136.0,"The Wave (Almouj), Muscat",Apartment
Boulevard View | Terrace | Flexible Payment Plan | Hay Alwafa,57706.0,1,2,72.0,"Sultan Haitham City, Muscat",Other
Luxurious 2BR+Study| Waterfront Living| Payment Plan| Bellevue,363800.0,2,3,132.0,"Muscat - Other, Muscat",Other
Waterfront Living | Payment Plan | Spacious 2BR in Bellevue,159900.0,2,3,122.0,"Muscat - Other, Muscat",Other
"Luxury Waterfront Living | World-Class Amenities | Bellevue,",116400.0,1,2,81.0,"Muscat - Other, Muscat",Other
"شقة للبيع تجهز خلال شهرين خلف بانوراما مول ,خيار مثالي للاستثمار",46000.0,2,3,104.0,"Al Ghubrah, Muscat",Other
Spacious 1 BHK Semi-Furnished Apartment for Rent in Al Khuwair,350.0,1,2,90.0,"Al Khuwair, Muscat",Apartment
منزل جديد للبيع في السويق منطقة خبة آل خميس,32000.0,2,4,625.0,"Suwaiq, Al Batinah",Other
18 SQM Freehold Shop for Sale – Muscat Hills,47700.0,2,3,18.0,"Muscat Hills, Muscat",Commercial
1 BR Off-Plan Apartment with Store Room – Ghala,45700.0,1,2,91.0,"Ghala, Muscat",Apartment
1 BR Furnished Apartment with Stunning Views – Jebel Sifa,60000.0,1,1,59.0,"Al Sifah, Muscat",Apartment
5 BR Stunning Seafront Villa in Sifa – Private Pool,980000.0,5,6,,"Al Sifah, Muscat",Villa
4 BR Spacious Villa with Pool | Al Ghubra South,185000.0,4,4,475.0,"Al Ghubrah, Muscat",Villa
5 BR + Maid’s Room Brand New Villa – Al Khoudh 7,143000.0,5,7,378.0,"Al Khoud, Muscat",Villa
15 SQM Freehold Shop for Sale – Muscat Hills,39750.0,2,3,15.0,"Muscat Hills, Muscat",Commercial
1 BR + Maid’s Room Cozy Apartment in Bousher with Amenities,400.0,1,2,63.0,"Bosher, Muscat",Apartment
3 BR + Maid’s Room Elegant Apartment in MSQ with Amenities,850.0,3,4,159.0,"Madinat As Sultan Qaboos, Muscat",Apartment
120 SQM Road-Facing Shop – Bawsher,1200.0,2,3,120.0,"Bosher, Muscat",Commercial
4 BR + Maid Room Spacious Villa in Ilam Gardens with Amenities,950.0,4,5,409.0,"Madinat As Sultan Qaboos, Muscat",Villa
38 SQM Studio Apartment – Hawana Salalah,45500.0,2,1,38.0,"Salalah, Dhofar",Apartment
4 + 1 BR Freehold Prestigious Villa – Sultan Haitham City,214500.0,4,6,411.0,"Al Maabilah, Muscat",Villa
2 BR Ground Floor Brand New Flat in Al Mouj with Garden,1250.0,2,2,109.0,"The Wave (Almouj), Muscat",Apartment
"6 BR Brand New Villa – Al Muna, Bausher",192000.0,6,7,420.0,"Bosher, Muscat",Villa
3 BR Excellent Penthouse Apartment in Sultan Haitham City with Private,120250.0,3,4,185.0,"Al Maabilah, Muscat",Apartment
3 BR Freehold Offplan Apartment in Sohar,57380.0,3,4,120.0,"Sohar, Al Batinah",Apartment
Freehold 1 BR apartment featuring a balcony in Sultan Haitham City,62008.0,1,2,95.0,"Al Maabilah, Muscat",Apartment
Freehold Spacious Studio Apartment with Balcony - Sultan Haitham City,46627.0,2,1,72.0,"Al Maabilah, Muscat",Apartment
2 BR Great Apartment in Al Khuwair – Amenities Nearby (Gas Free),275.0,2,2,89.0,"Al Khuwair, Muscat",Apartment
1 BR Cozy Apartment in Al Khuwair – Gas Included,210.0,1,2,59.0,"Al Khuwair, Muscat",Apartment
2 BR Charming Fully Furnished Apartment in MGM,100000.0,2,2,106.0,"Al Ghubrah, Muscat",Apartment
2 BR Fully Furnished Apartment in Muscat Grand Mall,700.0,2,2,109.0,"Al Ghubrah, Muscat",Apartment
2 BR Apartment in Shatti Al Qurum For Sale,80000.0,2,2,139.0,"Qurum, Muscat",Apartment
5 BR Villa with Private Pool & Garden in Muscat Bay,560000.0,5,5,999.0,"Barr Al Jissah, Muscat",Villa
2 BR Nice Apartment for Rent in Ruwi,250.0,2,3,109.0,"Ruwi, Muscat",Apartment
1 BR Cozy Apartment in Ruwi – Amenities Nearby,200.0,1,2,59.0,"Ruwi, Muscat",Apartment
3 BR Charming Apartment in Ruwi with Balconies,380.0,3,3,253.0,"Ruwi, Muscat",Apartment
1 BR + Maid's Room Lovely Apartment in Bosher with Shared Pool and Gym,440.0,1,3,67.0,"Bosher, Muscat",Apartment
1 BR Great Apartment in Al Khuwair,225.0,1,2,59.0,"Al Khuwair, Muscat",Apartment
1 BR Fully Furnished Freehold Apartment in Muscat Bay,95000.0,1,1,77.0,"Qantab, Muscat",Apartment
Brand New 4 bedroom + maid's room villa for rent in Al Illam,950.0,4,5,300.0,"Madinat As Sultan Qaboos, Muscat",Villa
5 BR Lovely Villa in Amerat,94000.0,5,6,440.0,"Muscat - Other, Muscat",Villa
Large Showroom Available in Shatti Near Grand Hyatt Qurum,9100.0,2,3,600.0,"Qurum, Muscat",Other
4 + 1 BR Stunning Villa for in Ghubra,900.0,4,5,309.0,"Al Ghubrah, Muscat",Villa
3 + 1 BR Luxury Villa for Sale in Al Muna Gardens,151000.0,3,3,235.0,"Bosher, Muscat",Villa
2 + 1 BR Great Cozy Apartment in Qurum for Sale,48000.0,2,2,100.0,"Qurum, Muscat",Apartment
32 SQ M Retail Shop in Azaiba,500.0,2,3,32.0,"Azaiba, Muscat",Commercial
1 Desk Office Space for Small Companies in Qurum,200.0,2,3,10.0,"Qurum, Muscat",Commercial
140 SQ M Showroom Space in CBD,500.0,2,3,140.0,"Ruwi, Muscat",Other
2 BR Commercial Apartments in Azaiba for Offices,375.0,2,3,140.0,"Azaiba, Muscat",Apartment
3 BR + Maid's and Houseboy Room Spacious Villa in Al Mawaleh with Gym,290000.0,3,5,,"Al Mawaleh, Muscat",Villa
Cozy | 1 BD | Groundfloor,250.0,1,2,70.0,"Madinat As Sultan Qaboos, Muscat",Other
AL MOUJ | STUNNING 2+2 BHK MARINA VIEW FURNISHED APARTMENT FOR RENT,1450.0,4,4,130.0,"The Wave (Almouj), Muscat",Apartment
للإيجار – شقة أرضية في موقع مميز بالقرب من سوق الخوض,350.0,4,4,150.0,"Al Khoud, Muscat",Other
"Stunning 2BHK Apartment with Full Marina & Sea View in Almouj, Marsa 3",1100.0,2,2,150.0,"The Wave (Almouj), Muscat",Apartment
2BHK Apartment FOR RENT in Al Khuwair 33 MPA21,240.0,2,2,95.0,"Al Khuwair, Muscat",Apartment
Apartment for sale 1 bhk in Muscat Hills,59500.0,1,2,74.0,"Muscat Hills, Muscat",Apartment
AL MOUJ | GORGEOUS 2+2 BHK MARINA VIEW FURNISHED APARTMENT,1450.0,4,4,165.0,"The Wave (Almouj), Muscat",Apartment
